FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.01,JOB_A,0,4,-0.01,2,9,0.76,0.66,,2,0.6,0.7,-0.7,7,CITY_B,0.01,0.12,0
0.01,JOB_B,1,3,-0.01,2,6,0.89,0,3,6,0.8,0.1,-0.1,9,CITY_B,0.15,0.29,0
0.54,JOB_A,2,4,-0.54,2,2,0.05,0.15,1,2,1,0.3,-0.3,9,CITY_B,0.18,0.12,1
0.91,JOB_A,1,4,-0.91,8,1,0,0.02,3,3,0.5,0,0,1,CITY_B,0.79,0.07,0
0.27,JOB_A,2,3,-0.27,5,10,0.27,0.25,4,4,0.1,0.5,-0.5,3,CITY_B,0.31,0.88,3
0.66,JOB_A,2,4,-0.66,8,7,0.64,0.09,6,5,0.8,0,0,10,CITY_B,0.53,0,1
0.06,JOB_A,2,1,-0.06,1000,9,0.28,0.21,8,9,0.5,0.6,-0.6,7,CITY_B,0.46,0.43,2
0.01,JOB_D,1,4,-0.01,1,5,0.54,0.78,10,10,0,0,0,2,CITY_B,0.32,0.43,2
0.05,JOB_B,1,4,-0.05,6,0,0.65,0.03,10,0,0.3,0.1,-0.1,7,CITY_B,0.4,0.02,1
0,JOB_A,1,2,0,1,3,0.01,0.13,8,4,0.9,0,0,2,CITY_B,0.14,0.29,0
0.03,JOB_A,1,3,-0.03,2,1,0.37,0.03,7,8,0.6,0.4,-0.4,3,CITY_B,0.77,0.05,0
0.25,JOB_A,1,5,-0.25,2,1,0.08,0.47,,0,1,0.5,-0.5,4,CITY_B,0.01,0.56,0
0.09,JOB_A,1,2,-0.09,2,9,0.23,0.02,7,0,0.5,0.8,-0.8,6,CITY_B,0.34,0.53,0
0.91,JOB_A,0,3,-0.91,7,3,0.17,0.7,9,10,0.5,0.9,-0.9,7,CITY_B,0.2,0.36,2
0.81,JOB_A,1,1,-0.81,4,4,0.38,0.14,7,5,0.7,0.9,-0.9,8,CITY_B,0.35,0.13,1
0.76,JOB_C,0,2,-0.76,5,10,0.12,0.98,8,10,0.6,0.2,-0.2,10,CITY_B,0.34,0.47,3
0.79,JOB_C,2,3,-0.79,8,6,0.13,0.11,7,6,0.5,0.2,-0.2,7,CITY_B,0.98,0.03,1
0.1,JOB_A,1,5,-0.1,1000,1,0.39,0.64,1,6,0.2,0,0,8,CITY_B,0.61,0.75,2
0.04,JOB_A,1,2,-0.04,3,1,0.24,0.36,7,3,0.2,0,0,1,CITY_B,0.02,0.02,1
0.47,JOB_B,1,2,-0.47,5,0,0.17,0.12,8,10,0.7,0.4,-0.4,0,CITY_B,0.42,0.27,0
0.11,JOB_A,1,3,-0.11,0,7,0.79,0.49,8,8,0.2,0.6,-0.6,3,CITY_B,0.78,0.1,2
0.63,JOB_D,2,3,-0.63,4,1,0.88,0.03,2,1,0.7,0.8,-0.8,10,CITY_B,0.16,0.22,0
0.83,JOB_A,2,2,-0.83,3,2,0.9,0,2,1,0.4,0.4,-0.4,2,CITY_B,0.32,0.67,2
1,JOB_C,1,3,-1,4,8,0.19,0,7,7,0.9,1,-1,8,CITY_B,0.22,0.91,0
0.27,JOB_A,0,4,-0.27,7,2,0.6,0.81,7,9,0.3,0.7,-0.7,5,CITY_B,0.82,0,2
0,JOB_A,0,3,0,8,5,0.05,0.31,8,5,0.7,0.1,-0.1,1,CITY_B,0.82,0.25,0
0.08,JOB_A,0,5,-0.08,1,2,0.17,0.08,,5,0.2,0.3,-0.3,9,CITY_B,0.67,0.16,1
0.41,JOB_A,1,5,-0.41,6,0,0.56,0.54,8,2,0.3,0.5,-0.5,9,CITY_B,0.33,0.48,2
0.14,JOB_C,0,1,-0.14,1,9,0.23,0.5,2,3,0.5,0.4,-0.4,6,CITY_B,0.26,0.02,0
0.44,JOB_D,1,2,-0.44,6,10,0.02,0.74,5,7,0.5,0.4,-0.4,6,CITY_B,0.01,0.58,2
0.41,JOB_B,1,4,-0.41,9,5,0.01,0.42,10,8,0.6,0.5,-0.5,3,CITY_B,0.3,0.77,1
0,JOB_C,0,3,0,0,2,0.09,0.1,6,4,0.1,0.9,-0.9,6,CITY_B,0.42,0.04,0
0.29,JOB_A,1,4,-0.29,0,2,0.56,0.71,2,3,0,0.4,-0.4,1,CITY_B,0.66,0.75,2
0.03,JOB_A,1,1,-0.03,7,1,0.05,0.42,0,2,0.3,0.2,-0.2,3,CITY_B,0.03,0.73,1
0.51,JOB_B,0,3,-0.51,0,0,0.81,0.77,,2,0.8,0.6,-0.6,0,CITY_B,0.06,0.27,0
0.81,JOB_C,2,2,-0.81,4,2,0.05,0.03,6,7,0.5,0.9,-0.9,2,CITY_B,0.4,0.35,1
0.03,JOB_A,2,2,-0.03,4,2,0.23,0.19,1,1,0.1,0.3,-0.3,9,CITY_B,0.76,0.21,2
0.07,JOB_B,1,4,-0.07,0,7,0,0.26,1,5,0.8,1,-1,3,CITY_B,0.04,0.26,0
0.63,JOB_B,0,2,-0.63,3,10,0.46,0.48,,10,0.7,0.7,-0.7,9,CITY_B,0.24,0,1
0.04,JOB_A,1,5,-0.04,8,4,0.98,0.3,8,0,0.2,0.4,-0.4,10,CITY_B,0.84,0.9,2
0.02,JOB_C,0,2,-0.02,2,10,0.83,0.08,9,4,0.1,0.6,-0.6,3,CITY_B,0.59,0.12,1
0,JOB_D,0,3,0,3,5,0.2,0.12,3,4,0.8,0.5,-0.5,4,CITY_B,0.32,0.59,0
0.08,JOB_C,1,3,-0.08,8,0,0.6,0.21,10,2,0.2,0.8,-0.8,0,CITY_B,0.97,0.06,1
0.26,JOB_A,0,3,-0.26,8,9,0,0.38,6,1,0.5,0.5,-0.5,9,CITY_B,0.84,0.86,0
0.98,JOB_A,2,2,-0.98,7,2,0.29,0.31,0,8,0.5,0.5,-0.5,10,CITY_B,0.01,0.49,2
0.2,JOB_D,0,3,-0.2,2,10,0.53,0.08,9,0,0.4,0.8,-0.8,7,CITY_B,0.01,0.02,1
0.06,JOB_A,1,4,-0.06,0,0,0.31,0.59,,5,0.6,0,0,7,CITY_B,0.86,0.54,0
0.01,JOB_B,1,2,-0.01,9,9,0.03,0.02,6,8,0.6,0.6,-0.6,1,CITY_B,0.01,0.5,1
0.37,JOB_B,0,5,-0.37,2,9,0.15,0.6,,9,0.4,0.4,-0.4,4,CITY_B,0.87,0,3
0.27,JOB_A,2,4,-0.27,6,1,0.31,0.47,9,6,0,0.9,-0.9,6,CITY_B,0.84,0.05,3
0.02,JOB_B,0,5,-0.02,1000,4,0.52,0.29,7,8,0.7,0.7,-0.7,6,CITY_B,0.78,0.07,0
0.02,JOB_B,0,2,-0.02,3,1,0.21,0.75,0,8,0.6,0.9,-0.9,10,CITY_B,0.95,0.06,0
0.01,JOB_C,2,5,-0.01,10,1,0.53,0.46,8,5,0.3,0.3,-0.3,5,CITY_B,0.19,0.08,2
0.88,JOB_A,1,1,-0.88,7,3,0.91,0.08,10,10,0.5,0.6,-0.6,8,CITY_B,0.22,0.09,0
0.05,JOB_A,0,3,-0.05,7,10,0.06,0.02,2,0,0.1,0.6,-0.6,1,CITY_B,0.81,0.3,1
0.19,JOB_D,1,3,-0.19,1,2,0.45,0.97,8,5,1,0,0,3,CITY_B,0.05,0.19,0
0.1,JOB_D,1,5,-0.1,3,0,0.35,0.17,8,10,0.7,0.3,-0.3,7,CITY_B,0.56,0.16,0
0.47,JOB_D,1,2,-0.47,3,6,0.01,0.3,4,4,0.8,0.3,-0.3,3,CITY_B,0.12,0.03,1
0.62,JOB_C,0,4,-0.62,0,1,0.65,0.39,3,6,0.2,0.3,-0.3,7,CITY_B,0.27,0.51,1
0.85,JOB_A,1,3,-0.85,5,1,0.85,0.71,10,2,0.9,0.3,-0.3,4,CITY_B,0.98,0.92,2
0.17,JOB_A,1,2,-0.17,4,1,0.69,0,8,9,0.4,0.8,-0.8,3,CITY_B,0.96,0.68,2
0.68,JOB_A,2,3,-0.68,10,0,0.29,0.23,2,6,0.4,0.4,-0.4,3,CITY_B,0.16,0.1,2
0.34,JOB_A,2,4,-0.34,9,0,0.5,0.88,3,4,0,0.7,-0.7,0,CITY_B,0.01,0.15,3
0.04,JOB_D,2,2,-0.04,3,6,0.57,0.06,9,2,0.7,0.8,-0.8,3,CITY_B,0.27,0.75,1
0,JOB_C,1,2,0,2,8,0,0,7,3,0.7,0.3,-0.3,8,CITY_B,0.19,0.13,0
0.43,JOB_C,0,1,-0.43,5,8,0.36,0.02,2,2,0.9,1,-1,7,CITY_B,0.02,0,0
0.19,JOB_A,1,2,-0.19,4,5,0,0.72,9,3,0,0.3,-0.3,6,CITY_B,0.02,0.03,2
0.88,JOB_A,0,2,-0.88,10,10,0.57,0,0,9,0.2,0.5,-0.5,4,CITY_B,0.22,0.69,1
0.35,JOB_A,1,5,-0.35,0,9,0,0.04,0,5,0.3,0.5,-0.5,5,CITY_B,0.93,0.21,2
0.9,JOB_A,2,1,-0.9,2,4,0.5,0.01,9,3,0,0.8,-0.8,1,CITY_B,0.02,0,2
0.01,JOB_A,1,1,-0.01,5,1,0.08,0.38,4,3,0.9,0.5,-0.5,0,CITY_B,0.49,0.07,0
0.01,JOB_A,0,4,-0.01,1,8,0.72,0.32,9,6,0.4,0.8,-0.8,2,CITY_B,0.97,0.79,2
0.01,JOB_A,0,3,-0.01,3,2,0.32,0.45,4,2,0.2,0,0,0,CITY_B,0.75,0.06,1
0.25,JOB_D,0,4,-0.25,9,2,0.81,0.53,7,8,0.9,0,0,1,CITY_B,0.1,0.04,0
0.24,JOB_C,0,2,-0.24,4,0,0.08,0.15,1,5,0.7,0.3,-0.3,5,CITY_B,0.55,0.02,0
0.01,JOB_C,1,5,-0.01,4,10,0.42,0.26,2,7,0.4,0.6,-0.6,4,CITY_B,0.49,0.31,2
0.25,JOB_C,2,2,-0.25,4,6,0.09,0.34,1,8,0.6,0.3,-0.3,4,CITY_B,0.13,0.81,1
0.01,JOB_A,1,3,-0.01,9,4,0.01,0.76,4,3,0.7,0.6,-0.6,2,CITY_B,0.31,0.19,0
0.07,JOB_B,1,2,-0.07,0,5,0.2,0.02,7,5,1,0.7,-0.7,2,CITY_B,0.24,0.37,0
0.39,JOB_D,1,2,-0.39,8,6,0.77,0.19,3,9,1,0.6,-0.6,1,CITY_B,0.27,0.04,1
0.36,JOB_B,2,4,-0.36,6,3,0.25,0.73,0,8,0.6,0.7,-0.7,8,CITY_B,0.12,0.46,2
0.68,JOB_A,0,3,-0.68,6,2,0.04,0.39,6,8,0.3,0.6,-0.6,3,CITY_B,0.01,0.01,2
0.01,JOB_A,0,3,-0.01,1,5,0.49,0.98,9,1,0.7,0.2,-0.2,1,CITY_B,0.26,0,0
0.41,JOB_C,1,4,-0.41,0,7,0.76,0.16,1,6,0.2,0.7,-0.7,3,CITY_B,0.44,0.82,2
0,JOB_A,0,4,0,2,8,0.19,0.66,10,2,0.9,0.6,-0.6,10,CITY_B,0.67,0.34,0
0.08,JOB_D,2,3,-0.08,0,4,0.35,0.02,8,10,0.1,0.9,-0.9,7,CITY_B,0.01,0.01,2
0.38,JOB_A,2,5,-0.38,7,10,0.01,0,3,6,1,0.2,-0.2,5,CITY_B,0.53,0.04,2
0.82,JOB_B,2,5,-0.82,4,0,0.17,0,3,1,0.9,0.3,-0.3,3,CITY_B,0.18,0.29,0
0.39,JOB_C,2,4,-0.39,4,3,0.51,0.18,1,4,0.3,0.9,-0.9,5,CITY_B,0.73,0.01,2
0.02,JOB_D,1,1,-0.02,3,5,0.01,0.35,6,10,0.8,0,0,4,CITY_B,0.46,0.19,0
0.28,JOB_B,1,4,-0.28,9,4,0.13,0.96,5,7,0.8,0,0,9,CITY_B,0.1,0.07,1
0.01,JOB_B,0,3,-0.01,0,7,0.01,0.17,3,3,0.4,0.3,-0.3,0,CITY_B,0.81,0.46,1
0.52,JOB_C,0,3,-0.52,8,10,0.25,0.89,9,4,0.4,0.4,-0.4,5,CITY_B,0.04,0.75,3
0.14,JOB_A,1,4,-0.14,8,7,0.06,0.01,0,4,0.6,0.1,-0.1,1,CITY_B,0.01,0.12,0
0.11,JOB_D,1,1,-0.11,0,6,0.01,0.35,6,6,0.7,0.9,-0.9,10,CITY_B,0.28,0.07,0
0.16,JOB_D,2,3,-0.16,10,9,0.62,0,6,9,0.8,0.9,-0.9,6,CITY_B,0.96,0.18,1
0.04,JOB_A,1,2,-0.04,7,1,0.08,0.01,5,5,0.2,0.8,-0.8,5,CITY_B,0.53,0.45,1
0.36,JOB_B,1,3,-0.36,1,5,0.18,0.6,1,8,0.9,0.3,-0.3,6,CITY_B,0.04,0.97,1
0.29,JOB_B,1,2,-0.29,0,2,0,0.08,4,6,0.5,0.7,-0.7,1,CITY_B,0.49,0.11,0
0,JOB_A,1,4,0,1,7,0.48,0.35,1,2,0.7,0.3,-0.3,3,CITY_B,0,0.22,0
0.04,JOB_A,0,3,-0.04,1,3,0.03,0.69,3,0,0.2,0.6,-0.6,7,CITY_B,0.13,0.04,0
0.07,JOB_A,0,2,-0.07,8,7,0.72,0.37,,3,0.4,0.7,-0.7,6,CITY_B,0.83,0.27,1
0.01,JOB_A,2,2,-0.01,2,5,0.33,0.01,1,2,0.6,0.5,-0.5,7,CITY_B,0.17,0.06,1
0.47,JOB_B,1,4,-0.47,1,10,0.64,0.02,3,3,1,0.9,-0.9,9,CITY_B,0.01,0,0
0.4,JOB_C,0,2,-0.4,0,8,0.74,0.03,7,5,0.9,0.2,-0.2,10,CITY_B,0.78,0.91,0
0.01,JOB_D,1,3,-0.01,3,8,0.14,0.28,0,0,0.3,0.7,-0.7,6,CITY_B,0.27,0.26,2
0.24,JOB_A,0,3,-0.24,3,4,0.15,0.1,6,9,0.3,0.1,-0.1,5,CITY_B,0.04,0.42,1
0.03,JOB_B,1,3,-0.03,6,4,0.31,0.02,4,7,0.4,0.4,-0.4,5,CITY_B,0.1,0.84,2
0.58,JOB_D,0,1,-0.58,3,2,0,0.48,4,2,0.4,0.9,-0.9,9,CITY_B,0.13,0.22,1
0.24,JOB_B,1,2,-0.24,4,9,0.95,0.81,3,6,0.1,0.2,-0.2,4,CITY_B,0.27,0.1,3
0.66,JOB_B,0,3,-0.66,2,1,0,0,4,2,0.8,0.3,-0.3,0,CITY_B,0.52,1,0
0.03,JOB_C,2,5,-0.03,5,1,0.11,0.4,7,4,0.9,0.2,-0.2,5,CITY_B,0.36,0.46,0
0.23,JOB_A,1,3,-0.23,9,2,0.23,0.64,8,3,0.4,0.3,-0.3,6,CITY_B,0.86,0.28,2
0.46,JOB_D,1,5,-0.46,9,6,0.39,0.7,2,9,0.7,0.3,-0.3,7,CITY_B,0.06,0,2
0.26,JOB_A,1,5,-0.26,1,1,0,0.35,,6,0.4,0.9,-0.9,9,CITY_B,0.05,0.04,2
0.37,JOB_A,2,3,-0.37,7,3,0.5,0.22,8,7,0.2,0.3,-0.3,4,CITY_B,0.81,0.02,3
0.39,JOB_D,0,2,-0.39,0,8,0.62,0.89,0,0,0.6,1,-1,6,CITY_B,0.01,0.13,1
0,JOB_A,1,4,0,2,10,0.02,0.81,9,1,0.3,0.7,-0.7,4,CITY_B,0.84,0.27,2
0.03,JOB_A,2,2,-0.03,0,3,0.86,0.05,5,0,0.4,0.5,-0.5,2,CITY_B,0.36,0.1,2
0,JOB_B,1,2,0,1,5,0.39,0.34,4,3,0.3,0.7,-0.7,2,CITY_B,0.35,0.96,2
0.87,JOB_C,1,2,-0.87,6,4,0.79,0.38,10,9,0.6,0.7,-0.7,9,CITY_B,0.3,0.62,1
0,JOB_B,1,2,0,5,10,0.03,0.93,10,2,0.1,0.7,-0.7,3,CITY_B,0.62,0.39,2
0.95,JOB_D,1,3,-0.95,3,7,0.91,0.92,7,10,1,0.9,-0.9,9,CITY_B,0.36,0.15,3
0.04,JOB_B,1,5,-0.04,0,3,0.63,0.01,,3,0.2,0.8,-0.8,5,CITY_B,0.52,0.18,1
0.98,JOB_A,1,4,-0.98,8,8,0.44,0.62,10,10,0.6,0.8,-0.8,6,CITY_B,0.88,0.63,3
0.51,JOB_A,1,3,-0.51,0,3,0.08,0.69,2,10,0.9,0.5,-0.5,4,CITY_B,0.04,0.01,1
0.04,JOB_A,1,5,-0.04,9,4,0.08,0.2,7,9,0.1,0,0,7,CITY_B,0.61,0.01,2
0.63,JOB_B,0,5,-0.63,2,5,0.14,0.75,8,7,0.7,1,-1,0,CITY_B,0,0.58,1
0.78,JOB_B,0,4,-0.78,6,2,0.56,0.79,0,8,0.8,0.3,-0.3,5,CITY_B,0.26,0.69,2
0.99,JOB_A,2,3,-0.99,0,5,0.23,0.08,7,3,0.2,0.8,-0.8,8,CITY_B,0.25,0.34,3
0.66,JOB_B,1,3,-0.66,1000,2,0.36,0.02,10,5,0.8,0,0,5,CITY_B,0.4,0.29,0
0.34,JOB_C,2,5,-0.34,9,2,0.78,0.3,8,10,0,0.2,-0.2,3,CITY_B,0.54,0.57,3
0.01,JOB_D,1,3,-0.01,8,2,0.09,0.11,0,5,0.5,0.3,-0.3,10,CITY_B,0.4,0.98,0
0.01,JOB_D,1,2,-0.01,6,6,0.03,0.04,,6,0.4,0.7,-0.7,4,CITY_B,0.2,0.23,2
0,JOB_A,2,2,0,6,8,0.74,0.82,6,5,0.5,0.9,-0.9,7,CITY_B,0.53,0.14,1
0.49,JOB_A,0,3,-0.49,0,1,0.74,0.5,2,4,0.8,0.5,-0.5,5,CITY_B,0.07,0.99,0
0.15,JOB_D,2,4,-0.15,3,6,0.05,0.52,6,7,0.8,0.9,-0.9,6,CITY_B,0.53,0.31,1
0.12,JOB_C,1,4,-0.12,9,7,0.42,0.23,4,9,0.8,0.6,-0.6,1,CITY_B,0.33,0,1
0.87,JOB_C,1,5,-0.87,2,7,0.32,0.82,3,5,0.3,0.9,-0.9,5,CITY_B,0.18,0.39,3
0.1,JOB_C,1,2,-0.1,2,9,0.77,0.19,10,6,0.6,0,0,7,CITY_B,0.61,0.61,1
0.22,JOB_B,1,2,-0.22,3,5,0.62,0.02,1,6,0.9,0.1,-0.1,10,CITY_B,0.14,0.04,0
0.01,JOB_A,2,3,-0.01,7,6,0.03,0.01,7,3,0.4,1,-1,2,CITY_B,0.12,0.01,2
0.76,JOB_B,1,3,-0.76,4,7,0.39,0,1,8,0.2,0.9,-0.9,2,CITY_B,0.64,0.31,2
0.7,JOB_C,1,2,-0.7,6,7,0,0.46,5,6,0.8,0.6,-0.6,10,CITY_B,0.23,0.24,2
0.01,JOB_A,2,3,-0.01,7,5,0.36,0.42,3,8,0.5,0.5,-0.5,3,CITY_B,0.02,0.07,1
0.39,JOB_A,1,4,-0.39,8,0,0.31,0.28,4,2,0,0.3,-0.3,2,CITY_B,0.3,0.06,1
0.01,JOB_B,2,3,-0.01,3,3,0.01,0.45,7,7,0.5,0.2,-0.2,1,CITY_B,0.32,0.37,1
0.16,JOB_A,1,4,-0.16,3,1,0.03,0.03,,2,0.3,0.8,-0.8,8,CITY_B,0.06,0.96,1
0.28,JOB_B,0,3,-0.28,8,0,0.08,0.03,2,5,0.6,0.5,-0.5,5,CITY_B,0.88,0.25,0
0.03,JOB_A,0,5,-0.03,6,2,0.88,0,7,8,0.9,0.7,-0.7,6,CITY_B,0,0.26,0
0.16,JOB_A,1,4,-0.16,2,1,0.08,0.12,7,8,0.8,0.1,-0.1,7,CITY_B,0.45,0.5,0
0.36,JOB_A,1,3,-0.36,6,6,0.6,0.03,2,8,0.7,0.7,-0.7,4,CITY_B,0.61,0.02,1
0.95,JOB_A,0,3,-0.95,4,0,0.55,0.6,7,7,0.2,0.4,-0.4,4,CITY_B,0.01,0.22,3
0.44,JOB_C,1,1,-0.44,8,10,0.08,0.11,3,6,0.9,0.7,-0.7,6,CITY_B,0.15,0.38,1
0.05,JOB_A,0,2,-0.05,0,7,0.98,0,1,9,0.6,0.1,-0.1,6,CITY_B,0,0.25,0
0.19,JOB_D,0,2,-0.19,6,0,0.96,0.42,6,2,0.6,1,-1,7,CITY_B,0.25,0.06,0
0.93,JOB_A,2,2,-0.93,5,1,0.02,0.86,0,7,0.5,0.9,-0.9,1,CITY_B,0.16,0.67,3
0,JOB_A,1,3,0,1,3,0.05,0,,4,0.3,0.5,-0.5,10,CITY_B,0.29,0.54,1
0.47,JOB_B,0,1,-0.47,5,0,0.19,0.63,4,7,0.8,0.4,-0.4,4,CITY_B,0.02,0.89,0
0.45,JOB_C,1,5,-0.45,10,1,0.89,0.01,0,10,0.6,0.4,-0.4,8,CITY_B,0.24,0.17,0
0.33,JOB_B,1,4,-0.33,2,3,0.25,0.05,2,9,0.9,0.2,-0.2,1,CITY_B,0.02,0.21,0
0.27,JOB_A,2,3,-0.27,9,0,0.34,0.41,8,3,0.3,0.3,-0.3,6,CITY_B,0.25,0.52,2
0.01,JOB_B,1,5,-0.01,3,2,0,0.09,1,7,0.9,0.8,-0.8,9,CITY_B,0.01,0.07,0
0.01,JOB_C,1,1,-0.01,1,0,0.46,0.41,3,5,0.3,0.7,-0.7,5,CITY_B,0.13,0.3,1
0.66,JOB_B,0,3,-0.66,6,0,0.46,0.01,4,10,0.8,0.1,-0.1,8,CITY_B,0,0.5,0
0.1,JOB_B,0,3,-0.1,7,2,0.46,0.95,8,6,0.5,0,0,1,CITY_B,0.21,0.12,0
0.54,JOB_C,1,2,-0.54,9,1,0.47,0.71,6,6,0.8,0.8,-0.8,3,CITY_B,0.8,0.02,1
0.01,JOB_B,1,3,-0.01,1,8,0.56,0.54,,1,0.2,0.1,-0.1,3,CITY_B,0.01,0.35,2
0.79,JOB_A,2,1,-0.79,7,4,0.39,0.59,1,5,0.2,0.1,-0.1,4,CITY_B,0.05,0.83,3
0.82,JOB_D,2,2,-0.82,10,6,0.01,0.02,,9,0.2,0.7,-0.7,2,CITY_B,0.06,0.64,3
0.66,JOB_A,2,2,-0.66,5,3,0.55,0.35,4,10,0.2,0.8,-0.8,0,CITY_B,0.91,0.05,3
0.42,JOB_A,1,2,-0.42,1,3,0.36,0.94,4,8,0.5,0.5,-0.5,1,CITY_B,0.18,0.78,2
0.36,JOB_A,1,5,-0.36,10,3,0.01,0,8,2,0.9,0.2,-0.2,5,CITY_B,0.5,0.21,0
0.01,JOB_A,0,5,-0.01,5,7,0.1,0.27,2,6,0.7,0.9,-0.9,3,CITY_B,0.13,0.38,0
0.53,JOB_A,1,3,-0.53,4,1,0.01,0.28,5,10,0.9,0.6,-0.6,3,CITY_B,0.04,0.66,0
0.21,JOB_C,1,3,-0.21,6,7,0.83,0,,8,0.7,0.8,-0.8,4,CITY_B,0.27,0,0
0.56,JOB_A,2,5,-0.56,6,3,0.72,0.09,9,1,0.9,0,0,2,CITY_B,0.19,0.07,1
0.85,JOB_A,1,3,-0.85,9,5,0.75,0.6,7,0,0.5,0.7,-0.7,4,CITY_B,0.13,0.73,2
0.75,JOB_B,2,3,-0.75,3,7,0.72,0.01,7,7,0,0.9,-0.9,4,CITY_B,0.13,0.4,3
0.8,JOB_C,0,2,-0.8,6,6,0.01,0.67,9,2,0,0.3,-0.3,9,CITY_B,0.83,0.36,3
0.32,JOB_A,1,5,-0.32,9,3,0.01,0.74,7,4,0.4,0.1,-0.1,0,CITY_B,0.2,0,2
0.05,JOB_C,1,4,-0.05,0,1,0.73,0.09,2,3,0.5,0.8,-0.8,0,CITY_B,0.26,0,0
0.73,JOB_C,1,4,-0.73,5,7,0.19,0,,9,0.7,0.5,-0.5,10,CITY_B,0,0.53,0
0.97,JOB_A,1,4,-0.97,2,5,0.95,0.34,8,5,0.7,0.1,-0.1,10,CITY_B,0.23,0.27,1
0.46,JOB_C,1,1,-0.46,8,0,0.12,0.36,7,4,0.2,0.3,-0.3,10,CITY_B,0.23,0.07,2
0.35,JOB_C,0,5,-0.35,3,7,0.95,0.52,8,7,0,0.7,-0.7,8,CITY_B,0.64,0.92,2
0.65,JOB_A,2,2,-0.65,4,7,0.21,0.31,6,10,0.1,0.1,-0.1,2,CITY_B,0.03,0.07,3
0.07,JOB_A,2,3,-0.07,1,7,0.78,0.74,5,8,0.4,0.7,-0.7,4,CITY_B,0.28,0.89,3
0.59,JOB_A,2,5,-0.59,3,5,0,0.23,4,4,0.3,0.3,-0.3,0,CITY_B,0,0.05,3
0.3,JOB_C,1,5,-0.3,5,9,0.21,0.3,0,6,0.6,0.2,-0.2,7,CITY_B,0.95,0.04,1
0.67,JOB_A,2,4,-0.67,4,10,0,0.08,7,5,0.9,0.4,-0.4,7,CITY_B,0,0.13,1
0.25,JOB_A,1,3,-0.25,3,5,0.11,0.8,10,4,0.2,0.8,-0.8,10,CITY_B,0.91,0.54,3
0.78,JOB_D,1,2,-0.78,3,10,0.09,0.72,8,5,0.9,0.3,-0.3,6,CITY_B,0.35,0.13,3
0.15,JOB_C,1,4,-0.15,7,9,0.52,0.05,2,5,0.3,0.4,-0.4,9,CITY_B,0.35,0.21,2
0.59,JOB_D,1,2,-0.59,4,1,0.12,0.07,9,8,0.3,0,0,1,CITY_B,0.13,0.9,1
0.43,JOB_B,0,3,-0.43,1,2,0,0.11,3,0,1,0.3,-0.3,3,CITY_B,0.92,0.04,0
0,JOB_A,2,4,0,4,6,0.7,0.76,2,3,0.4,0.8,-0.8,8,CITY_B,0.14,0.79,2
0.72,JOB_A,1,3,-0.72,9,0,0.08,0.31,5,8,0.9,0.6,-0.6,1,CITY_B,0.04,0,1
0.28,JOB_B,0,4,-0.28,4,8,0.01,0.63,1,3,0.1,0.2,-0.2,3,CITY_B,0.7,0.91,2
0.65,JOB_B,1,3,-0.65,8,1,0.42,0.31,3,4,0.7,0.6,-0.6,2,CITY_B,0.25,0.75,1
0.07,JOB_A,0,2,-0.07,8,4,0.05,0.36,3,2,0.5,0.1,-0.1,0,CITY_B,0.91,0.1,0
0.68,JOB_A,1,3,-0.68,1,10,0.65,0.54,0,0,1,0.3,-0.3,4,CITY_B,0.06,0.31,2
0.18,JOB_B,1,4,-0.18,10,2,0.11,0.27,4,8,0.1,0.3,-0.3,2,CITY_B,0.98,0.03,2
0.47,JOB_C,0,3,-0.47,6,9,0.98,0.14,10,2,0.8,0.5,-0.5,2,CITY_B,0.16,0.69,0
0.09,JOB_A,1,5,-0.09,10,6,0.69,0.12,9,1,0,0.7,-0.7,5,CITY_B,0.4,0.02,2
0,JOB_C,2,3,0,8,4,0.09,0.01,9,8,0.2,0.1,-0.1,1,CITY_B,0.01,0.69,2
0.05,JOB_A,0,2,-0.05,9,4,0.94,0.1,2,7,0.2,0.5,-0.5,1,CITY_B,0.11,0.05,1
0.25,JOB_B,2,4,-0.25,2,2,0.58,0.39,0,5,0.1,0.5,-0.5,9,CITY_B,0.11,0.36,2
0.76,JOB_A,1,5,-0.76,7,9,0.15,0.06,3,2,0.6,0.8,-0.8,0,CITY_B,0.3,0.22,1
0.02,JOB_D,1,5,-0.02,6,10,0.07,0.91,8,1,0.4,0.9,-0.9,7,CITY_B,0.03,0,2
0.36,JOB_B,1,3,-0.36,10,10,0.49,0.1,6,10,0.7,0.1,-0.1,8,CITY_B,0.01,0.54,1
0.01,JOB_C,1,4,-0.01,1,4,0.02,0.01,6,0,0.7,0.4,-0.4,4,CITY_B,0.24,0.64,0
0.05,JOB_A,1,3,-0.05,2,1,0.04,0.08,,1,0.5,0.4,-0.4,1,CITY_B,0.31,0.01,0
0.3,JOB_B,1,2,-0.3,5,1,0.78,0.83,2,5,0.8,0.9,-0.9,5,CITY_B,0.52,0.31,1
0.77,JOB_A,1,4,-0.77,10,6,0.09,0.08,0,4,1,0.6,-0.6,2,CITY_B,0,0.15,0
